text,label,category
"Subject: Thank you for applying to HashiCorp

Hi Candidate,

Thank you for your interest in HashiCorp and for applying to the Data Scientist position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
Chris
HashiCorp HR",2,rejection
"Subject: Elastic - Application Update

Dear Candidate,

We appreciate your interest in joining Elastic as a Software Architect.

After thorough review, we have decided to pursue other candidates for this position. While we were impressed by your background, we felt other applicants were a closer fit for our immediate needs.

We encourage you to check our careers page for future opportunities.

Warm regards,
Elastic Recruiting",2,rejection
"Subject: Your Uber ride receipt

Thanks for riding with Uber!

Trip Total: ₹245

From: MG Road
To: Koramangala

Rate your driver to improve your experience.

Uber",3,not_job
"Subject: Thank you for your interest in CloudNine

Dear Candidate,

We appreciate your interest in joining CloudNine as a Engineering Manager. 

Your application has been forwarded to the hiring team for review. If your background is a match, you can expect to hear from us within the next two weeks.

Best of luck,
Priya
Recruiting Team, CloudNine",0,applied
"Subject: Coding Challenge - Adobe QA Engineer

Hello Candidate,

Thank you for your interest in the QA Engineer position at Adobe!

As the next step in our hiring process, we'd like to invite you to complete a take-home coding challenge. 

Details:
- Duration: 2-3 hours
- Deadline: 5 days from today
- Language: Your choice

Please find the challenge at: [HackerRank Link]

Good luck!
Adobe Engineering Team",1,interview
"Subject: Nvidia - Application Confirmation

Dear Candidate,

This email confirms that we have received your application for:

Position: Product Designer
Company: Nvidia
Date Applied: January 23, 2026

Your application is now under review. We will contact you if your profile matches our requirements.

Thank you,
Nvidia Talent Acquisition",0,applied
"Subject: Schedule Your Interview - Redis Labs

Hi Candidate,

We're excited to invite you to the next stage of our interview process for DevSecOps Engineer!

Interview Details:
- Type: Video call (Google Meet/Zoom)
- Duration: 60 minutes
- Focus: Technical discussion + behavioral questions

Please reply with 3 time slots that work for you this week.

Cheers,
Jessica
Redis Labs",1,interview
"Subject: Thank you for applying to Groww

Hello Candidate,

Thank you for your interest in Groww and for applying to the Backend Developer position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
Nicole
Groww HR",2,rejection
"Subject: Weekly Tech News Digest

Hi Candidate,

Here's your weekly roundup of the top tech stories:

1. Apple announces new product launch
2. Google updates search algorithm
3. Microsoft's AI breakthrough

Click here to read more...

Unsubscribe | Update Preferences
TechNews Weekly",3,not_job
"Subject: Your OTP for login

Your one-time password is: 847293

This OTP is valid for 10 minutes. Do not share with anyone.

If you didn't request this, please ignore.

SecureBank",3,not_job
"Subject: Interview Invitation - Data Scientist at HashiCorp

Hi Candidate,

Great news! We'd like to invite you to interview for the Data Scientist position at HashiCorp.

We were impressed by your background and would love to learn more about you. Please let us know your availability for a 30-minute phone screen this week.

Available times:
- Monday-Friday: 10am-4pm

Looking forward to speaking with you!

Best,
Rahul
HashiCorp Recruiting",1,interview
"Subject: Weekly Tech News Digest

Hi Candidate,

Here's your weekly roundup of the top tech stories:

1. Apple announces new product launch
2. Google updates search algorithm
3. Microsoft's AI breakthrough

Click here to read more...

Unsubscribe | Update Preferences
TechNews Weekly",3,not_job
"Subject: David sent you a message on LinkedIn

Hi Candidate,

David sent you a new message:

""Hi! I came across your profile and...""

Reply on LinkedIn to continue the conversation.

LinkedIn",3,not_job
"Subject: Your OTP for login

Your one-time password is: 847293

This OTP is valid for 10 minutes. Do not share with anyone.

If you didn't request this, please ignore.

SecureBank",3,not_job
"Subject: Transaction Alert - ICICI Bank

Dear Candidate,

A transaction of Rs. 1,299 has been debited from your account XXXX5678 at SWIGGY.

Available Balance: Rs. 23,456.78
Date: February 01, 2026

If not done by you, call 1800-XXX-XXXX immediately.

ICICI Bank",3,not_job
"Subject: Thank you for applying to JetBrains

Hi Candidate,

Thank you for your interest in JetBrains and for applying to the Infrastructure Engineer position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
Kevin
JetBrains HR",2,rejection
"Subject: Transaction Alert - ICICI Bank

Dear Candidate,

A transaction of Rs. 1,299 has been debited from your account XXXX5678 at SWIGGY.

Available Balance: Rs. 23,456.78
Date: January 18, 2026

If not done by you, call 1800-XXX-XXXX immediately.

ICICI Bank",3,not_job
"Subject: Your subscription is expiring soon

Dear Candidate,

Your premium subscription will expire on January 29, 2026.

Renew now to continue enjoying:
- Unlimited access
- Ad-free experience
- Exclusive content

Renew for just $9.99/month.

StreamingService",3,not_job
"Subject: Application Status - UX Designer at Shopify

Dear Candidate,

We wanted to follow up regarding your application for UX Designer at Shopify.

After reviewing your qualifications alongside our current openings, we regret to inform you that we will not be proceeding with your application. This was a highly competitive process, and the decision was not easy.

Please don't be discouraged - we encourage you to apply again in the future.

Thank you,
Shopify Talent Team",2,rejection
"Subject: Next Steps - Intel Cloud Engineer Interview

Hi Candidate,

Congratulations! After reviewing your application for Cloud Engineer, we'd like to move forward with the interview process.

The next step is a technical phone screen with one of our engineers. This will be a 45-minute call covering your background and a coding exercise.

Please use this link to schedule: [Calendly Link]

Best regards,
Priya
Intel Talent Team",1,interview
"Subject: We received your application for Platform Engineer

Hi Candidate,

Thanks for taking the time to apply for the Platform Engineer position at Adobe!

We're excited to learn more about you. Our hiring team is reviewing applications and will reach out to qualified candidates soon.

In the meantime, feel free to check out our careers page for other opportunities.

Best,
The Adobe Team",0,applied
"Subject: Thank you for applying to Tesla

Hi Candidate,

Thank you for your interest in Tesla and for applying to the Engineering Manager position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
Sarah
Tesla HR",2,rejection
"Subject: Next Steps - DevHub DevSecOps Engineer Interview

Dear Candidate,

Congratulations! After reviewing your application for DevSecOps Engineer, we'd like to move forward with the interview process.

The next step is a technical phone screen with one of our engineers. This will be a 45-minute call covering your background and a coding exercise.

Please use this link to schedule: [Calendly Link]

Best regards,
Sarah
DevHub Talent Team",1,interview
"Subject: We're going a different direction - CRED

Hi Candidate,

I wanted to personally reach out regarding your application for Platform Engineer at CRED.

Unfortunately, after much deliberation, we've decided not to proceed with your candidacy. This was a difficult decision given the strength of your application.

I'd be happy to keep your resume on file for future opportunities.

Best wishes,
Chris
CRED Talent Acquisition",2,rejection
"Subject: We're going a different direction - Infosys

Hi Candidate,

I wanted to personally reach out regarding your application for Systems Analyst at Infosys.

Unfortunately, after much deliberation, we've decided not to proceed with your candidacy. This was a difficult decision given the strength of your application.

I'd be happy to keep your resume on file for future opportunities.

Best wishes,
Michael
Infosys Talent Acquisition",2,rejection
"Subject: New jobs for you on LinkedIn

Hi Candidate,

Based on your profile, we found some jobs you might be interested in:

- Software Engineer at Company A (100+ applicants)
- Developer at Company B (50+ applicants)
- Engineer at Company C (200+ applicants)

See all recommendations on LinkedIn

LinkedIn Jobs Team",3,not_job
"Subject: Application submitted successfully - Infosys

Hello Candidate,

Your application for Site Reliability Engineer at Infosys has been received!

Here's what to expect:
1. Resume review by our talent team
2. Initial screening if qualified
3. Interview process (typically 3-4 rounds)

We'll keep you updated on your status.

Thanks,
Infosys Careers",0,applied
"Subject: Slack - Application Update

Dear Candidate,

We appreciate your interest in joining Slack as a Product Manager.

After thorough review, we have decided to pursue other candidates for this position. While we were impressed by your background, we felt other applicants were a closer fit for our immediate needs.

We encourage you to check our careers page for future opportunities.

Warm regards,
Slack Recruiting",2,rejection
"Subject: 🔥 50% OFF this weekend only!

Hi Candidate,

Don't miss out on our biggest sale of the year!

50% OFF on all electronics
Use code: MEGA50

Shop now before it's gone!

Terms apply. Valid until January 26, 2026.
MyStore.com",3,not_job
"Subject: Next Steps - Netflix Security Engineer Interview

Dear Candidate,

Congratulations! After reviewing your application for Security Engineer, we'd like to move forward with the interview process.

The next step is a technical phone screen with one of our engineers. This will be a 45-minute call covering your background and a coding exercise.

Please use this link to schedule: [Calendly Link]

Best regards,
Arun
Netflix Talent Team",1,interview
"Subject: Next Steps - DevHub Systems Analyst Interview

Dear Candidate,

Congratulations! After reviewing your application for Systems Analyst, we'd like to move forward with the interview process.

The next step is a technical phone screen with one of our engineers. This will be a 45-minute call covering your background and a coding exercise.

Please use this link to schedule: [Calendly Link]

Best regards,
Vikram
DevHub Talent Team",1,interview
"Subject: Update on Your Application - Swiggy

Dear Candidate,

Thank you for taking the time to apply for the Product Manager position at Swiggy and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Sincerely,
Swiggy Recruiting Team",2,rejection
"Subject: Application Status - Data Analyst at HashiCorp

Dear Candidate,

We wanted to follow up regarding your application for Data Analyst at HashiCorp.

After reviewing your qualifications alongside our current openings, we regret to inform you that we will not be proceeding with your application. This was a highly competitive process, and the decision was not easy.

Please don't be discouraged - we encourage you to apply again in the future.

Thanks,
HashiCorp Talent Team",2,rejection
"Subject: Coding Challenge - Groww Product Designer

Hi Candidate,

Thank you for your interest in the Product Designer position at Groww!

As the next step in our hiring process, we'd like to invite you to complete a take-home coding challenge. 

Details:
- Duration: 2-3 hours
- Deadline: 5 days from today
- Language: Your choice

Please find the challenge at: [HackerRank Link]

Good luck!
Groww Engineering Team",1,interview
"Subject: Interview Confirmation - Slack

Dear Candidate,

This is to confirm your interview for the Data Analyst position at Slack.

Date: Wednesday, February 11
Time: 2:00 PM - 3:00 PM
Location: Video Call (link will be sent separately)
Interviewer: Engineering Team

Please let us know if you need to reschedule.

Best,
Ryan
Slack",1,interview
"Subject: Your Amazon order has shipped!

Hi Candidate,

Great news! Your order #123-4567890 has been shipped and is on its way.

Expected delivery: January 14, 2026
Tracking number: TRK123456789

Track your package at amazon.com/orders

Thanks for shopping with us!
Amazon Customer Service",3,not_job
"Subject: Thanks for applying! - Shopify

Hello Candidate,

Thank you for your interest in the UX Designer position at Shopify. We've received your application and wanted to confirm it's in our system.

We review every application carefully and will be in touch if we'd like to move forward.

Warm regards,
Divya
Shopify HR Team",0,applied
"Subject: Regarding Your Cloud Engineer Application

Hello Candidate,

Thank you for applying for the Cloud Engineer position at GitLab. We enjoyed learning about your background.

After careful consideration, we've decided to move in a different direction for this role. This decision is not a reflection of your abilities - we simply found candidates whose experience was a closer match.

Best of luck with your job search!

Regards,
Ryan
GitLab",2,rejection
"Subject: Interview Confirmation - PayPal

Dear Candidate,

This is to confirm your interview for the Backend Developer position at PayPal.

Date: Friday, February 13
Time: 2:00 PM - 3:00 PM
Location: Video Call (link will be sent separately)
Interviewer: Engineering Team

Please let us know if you need to reschedule.

Best,
Arun
PayPal",1,interview
"Subject: Thank you for your interest in TechStart Inc

Dear Candidate,

We appreciate your interest in joining TechStart Inc as a Data Scientist. 

Your application has been forwarded to the hiring team for review. If your background is a match, you can expect to hear from us within the next two weeks.

Best of luck,
Sarah
Recruiting Team, TechStart Inc",0,applied
"Subject: Thank you for applying to InnovateTech

Hi Candidate,

Thank you for your interest in InnovateTech and for applying to the Mobile Developer position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
John
InnovateTech HR",2,rejection
"Subject: Your Swiggy order is confirmed!

Hi Candidate,

Your order from Domino's Pizza has been confirmed!

Order ID: SW123456
Items: Margherita Pizza, Garlic Bread
Total: ₹599

Estimated delivery: 35-40 mins

Track your order in the Swiggy app.

Enjoy your meal!
Swiggy",3,not_job
"Subject: Application submitted successfully - Intel

Hello Candidate,

Your application for Machine Learning Engineer at Intel has been received!

Here's what to expect:
1. Resume review by our talent team
2. Initial screening if qualified
3. Interview process (typically 3-4 rounds)

We'll keep you updated on your status.

Thanks,
Intel Careers",0,applied
"Subject: Application submitted successfully - Snowflake

Hello Candidate,

Your application for Mobile Developer at Snowflake has been received!

Here's what to expect:
1. Resume review by our talent team
2. Initial screening if qualified
3. Interview process (typically 3-4 rounds)

We'll keep you updated on your status.

Thanks,
Snowflake Careers",0,applied
"Subject: Order Confirmation - Flipkart

Dear Candidate,

Thank you for your order! Here are the details:

Order ID: OD123456789
Item: Wireless Headphones
Amount: ₹2,499

Your order will be delivered by January 13, 2026.

Happy Shopping!
Flipkart",3,not_job
"Subject: Snowflake - Application Update

Hi Candidate,

We appreciate your interest in joining Snowflake as a Infrastructure Engineer.

After thorough review, we have decided to pursue other candidates for this position. While we were impressed by your background, we felt other applicants were a closer fit for our immediate needs.

We encourage you to check our careers page for future opportunities.

Warm regards,
Snowflake Recruiting",2,rejection
"Subject: Phone Screen Request - Technical Program Manager at Instacart

Hello Candidate,

I hope this email finds you well! I'm Jessica from Instacart's recruiting team.

We reviewed your application for Technical Program Manager and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
Jessica",1,interview
"Subject: Thanks for applying to Infosys

Hi Candidate,

Thanks for applying to the Product Manager position at Infosys! We have received your application and our team is currently reviewing it.

We appreciate your interest in joining our team. If your qualifications match our requirements, a member of our recruiting team will reach out to discuss next steps.

Best regards,
The Infosys Talent Team",0,applied
"Subject: We received your application for Data Engineer

Hello Candidate,

Thanks for taking the time to apply for the Data Engineer position at Datadog!

We're excited to learn more about you. Our hiring team is reviewing applications and will reach out to qualified candidates soon.

In the meantime, feel free to check out our careers page for other opportunities.

Best,
The Datadog Team",0,applied
"Subject: Application Received - UI Designer at Intel

Dear Candidate,

We've received your application for the UI Designer role at Intel. Thank you for your interest in joining our team!

Our recruiting team will review your application and get back to you if there's a potential match. Due to the high volume of applications, this process may take 2-3 weeks.

Cheers,
Sarah
Talent Acquisition, Intel",0,applied
"Subject: 🔥 50% OFF this weekend only!

Hi Candidate,

Don't miss out on our biggest sale of the year!

50% OFF on all electronics
Use code: MEGA50

Shop now before it's gone!

Terms apply. Valid until January 18, 2026.
MyStore.com",3,not_job
"Subject: Thank you for your interest in Salesforce

Hi Candidate,

We appreciate your interest in joining Salesforce as a Machine Learning Engineer. 

Your application has been forwarded to the hiring team for review. If your background is a match, you can expect to hear from us within the next two weeks.

Best of luck,
Sarah
Recruiting Team, Salesforce",0,applied
"Subject: Update on Your Application - TechStart Inc

Dear Candidate,

Thank you for taking the time to apply for the iOS Developer position at TechStart Inc and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Sincerely,
TechStart Inc Recruiting Team",2,rejection
"Subject: Phone Screen Request - Cloud Engineer at Atlassian

Hello Candidate,

I hope this email finds you well! I'm Chris from Atlassian's recruiting team.

We reviewed your application for Cloud Engineer and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
Chris",1,interview
"Subject: Interview Confirmation - Wipro

Hi Candidate,

This is to confirm your interview for the Staff Software Engineer position at Wipro.

Date: Saturday, February 14
Time: 2:00 PM - 3:00 PM
Location: Video Call (link will be sent separately)
Interviewer: Engineering Team

Please let us know if you need to reschedule.

Best,
Chris
Wipro",1,interview
"Subject: Coding Challenge - InnovateTech Platform Engineer

Hello Candidate,

Thank you for your interest in the Platform Engineer position at InnovateTech!

As the next step in our hiring process, we'd like to invite you to complete a take-home coding challenge. 

Details:
- Duration: 2-3 hours
- Deadline: 5 days from today
- Language: Your choice

Please find the challenge at: [HackerRank Link]

Good luck!
InnovateTech Engineering Team",1,interview
"Subject: Order Confirmation - Flipkart

Dear Candidate,

Thank you for your order! Here are the details:

Order ID: OD123456789
Item: Wireless Headphones
Amount: ₹2,499

Your order will be delivered by January 11, 2026.

Happy Shopping!
Flipkart",3,not_job
"Subject: Your bank statement is ready

Dear Customer,

Your account statement for the month of January 2024 is now available.

Account: XXXX1234
Balance: ₹45,678.90

Log in to your account to view the full statement.

HDFC Bank",3,not_job
"Subject: Moving Forward - Senior Software Engineer Application

Hi Candidate,

Great news! The hiring team at Plaid was impressed with your profile and we'd like to move forward with your application for Senior Software Engineer.

Next steps:
1. 30-min recruiter call
2. Technical assessment
3. Final round with the team

Let's schedule the recruiter call this week. What times work for you?

Thanks,
Chris",1,interview
"Subject: Next Steps - Intel Security Engineer Interview

Dear Candidate,

Congratulations! After reviewing your application for Security Engineer, we'd like to move forward with the interview process.

The next step is a technical phone screen with one of our engineers. This will be a 45-minute call covering your background and a coding exercise.

Please use this link to schedule: [Calendly Link]

Best,
Jessica
Intel Talent Team",1,interview
"Subject: Thanks for applying! - Datadog

Hello Candidate,

Thank you for your interest in the Backend Developer position at Datadog. We've received your application and wanted to confirm it's in our system.

We review every application carefully and will be in touch if we'd like to move forward.

Warm regards,
Arun
Datadog HR Team",0,applied
"Subject: Groww - Application Confirmation

Dear Candidate,

This email confirms that we have received your application for:

Position: Principal Engineer
Company: Groww
Date Applied: January 15, 2026

Your application is now under review. We will contact you if your profile matches our requirements.

Thanks,
Groww Talent Acquisition",0,applied
"Subject: Application Status - Automation Engineer at Airbnb

Hi Candidate,

We wanted to follow up regarding your application for Automation Engineer at Airbnb.

After reviewing your qualifications alongside our current openings, we regret to inform you that we will not be proceeding with your application. This was a highly competitive process, and the decision was not easy.

Please don't be discouraged - we encourage you to apply again in the future.

Thank you,
Airbnb Talent Team",2,rejection
"Subject: Update on Your Application - Uber

Dear Candidate,

Thanks for taking the time to apply for the Data Scientist position at Uber and for your interest in joining our team.

After careful consideration, we have decided to move forward with other candidates whose experience more closely matches our current needs.

We encourage you to apply for future openings that match your skills. We wish you the best in your job search.

Sincerely,
Uber Recruiting Team",2,rejection
"Subject: Phone Screen Request - Automation Engineer at Nvidia

Hello Candidate,

I hope this email finds you well! I'm Jessica from Nvidia's recruiting team.

We reviewed your application for Automation Engineer and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
Jessica",1,interview
"Subject: Oracle - Application Update

Dear Candidate,

We appreciate your interest in joining Oracle as a Security Engineer.

After thorough review, we have decided to pursue other candidates for this position. While we were impressed by your background, we felt other applicants were a closer fit for our immediate needs.

We encourage you to check our careers page for future opportunities.

Warm regards,
Oracle Recruiting",2,rejection
"Subject: Moving Forward - Mobile Developer Application

Hi Candidate,

Great news! The hiring team at Netflix was impressed with your profile and we'd like to move forward with your application for Mobile Developer.

Next steps:
1. 30-min recruiter call
2. Technical assessment
3. Final round with the team

Let's schedule the recruiter call this week. What times work for you?

Thanks,
Vikram",1,interview
"Subject: Application Status - UX Designer at Kubernetes

Dear Candidate,

We wanted to follow up regarding your application for UX Designer at Kubernetes.

After reviewing your qualifications alongside our current openings, we regret to inform you that we will not be proceeding with your application. This was a highly competitive process, and the decision was not easy.

Please don't be discouraged - we encourage you to apply again in the future.

Thank you,
Kubernetes Talent Team",2,rejection
"Subject: Regarding Your Frontend Developer Application

Hello Candidate,

Thank you for applying for the Frontend Developer position at Shopify. We enjoyed learning about your background.

After careful consideration, we've decided to move in a different direction for this role. This decision is not a reflection of your abilities - we simply found candidates whose experience was a closer match.

Best of luck with your job search!

Sincerely,
Emily
Shopify",2,rejection
"Subject: Your application to Groww has been submitted

Hi Candidate,

Great news! Your application for Systems Analyst at Groww has been successfully submitted.

What happens next?
- Our team will review your profile
- If selected, you'll hear from us within 2 weeks
- You can track your application status in our portal

Thank you for considering Groww!

Best,
Groww Recruiting",0,applied
"Subject: Your application to Docker has been submitted

Hi Candidate,

Great news! Your application for Senior Software Engineer at Docker has been successfully submitted.

What happens next?
- Our team will review your profile
- If selected, you'll hear from us within 2 weeks
- You can track your application status in our portal

Thank you for considering Docker!

Best,
Docker Recruiting",0,applied
"Subject: Coding Challenge - Flipkart Automation Engineer

Hi Candidate,

Thank you for your interest in the Automation Engineer position at Flipkart!

As the next step in our hiring process, we'd like to invite you to complete a take-home coding challenge. 

Details:
- Duration: 2-3 hours
- Deadline: 5 days from today
- Language: Your choice

Please find the challenge at: [HackerRank Link]

Good luck!
Flipkart Engineering Team",1,interview
"Subject: New jobs for you on LinkedIn

Hi Candidate,

Based on your profile, we found some jobs you might be interested in:

- Software Engineer at Company A (100+ applicants)
- Developer at Company B (50+ applicants)
- Engineer at Company C (200+ applicants)

See all recommendations on LinkedIn

LinkedIn Jobs Team",3,not_job
"Subject: Flight booking confirmation - IndiGo

Dear Candidate,

Your flight booking is confirmed!

PNR: ABC123
Flight: 6E-1234
Route: DEL → BLR
Date: January 25, 2026

Web check-in opens 48 hours before departure.

IndiGo Airlines",3,not_job
"Subject: Moving Forward - Software Engineer Application

Hi Candidate,

Great news! The hiring team at Kubernetes was impressed with your profile and we'd like to move forward with your application for Software Engineer.

Next steps:
1. 30-min recruiter call
2. Technical assessment
3. Final round with the team

Let's schedule the recruiter call this week. What times work for you?

Thanks,
Amanda",1,interview
"Subject: Password reset request

Hi Candidate,

We received a request to reset your password.

Click here to reset: [Reset Link]

If you didn't request this, please ignore this email.

Security Team",3,not_job
"Subject: Thank you for your interest in Tesla

Dear Candidate,

We appreciate your interest in joining Tesla as a Systems Analyst. 

Your application has been forwarded to the hiring team for review. If your background is a match, you can expect to hear from us within the next two weeks.

Best of luck,
Brian
Recruiting Team, Tesla",0,applied
"Subject: Your Application to Apple

Hi Candidate,

Thank you for your interest in the Engineering Manager role at Apple. We appreciate the time you invested in applying.

Unfortunately, we will not be moving forward with your application at this time. While your background is impressive, we've decided to pursue candidates with different experience for this particular role.

We wish you all the best in your career journey.

Best regards,
Jessica
Apple",2,rejection
"Subject: CloudNine - Application Update

Dear Candidate,

We appreciate your interest in joining CloudNine as a Data Analyst.

After thorough review, we have decided to pursue other candidates for this position. While we were impressed by your background, we felt other applicants were a closer fit for our immediate needs.

We encourage you to check our careers page for future opportunities.

Warm regards,
CloudNine Recruiting",2,rejection
"Subject: Moving Forward - Cloud Engineer Application

Hi Candidate,

Great news! The hiring team at Kubernetes was impressed with your profile and we'd like to move forward with your application for Cloud Engineer.

Next steps:
1. 30-min recruiter call
2. Technical assessment
3. Final round with the team

Let's schedule the recruiter call this week. What times work for you?

Thanks,
Jessica",1,interview
"Subject: Thank you for applying to Zoom

Hi Candidate,

Thank you for your interest in Zoom and for applying to the Security Engineer position.

We have carefully reviewed your application and, unfortunately, have decided not to move forward at this time. We received many qualified applicants for this role and the competition was intense.

We appreciate your time and wish you success in your career.

Best,
Vikram
Zoom HR",2,rejection
"Subject: Thank you for applying to Zepto

Hi Candidate,

Thank you for applying to the DevOps Engineer position at Zepto! We have received your application and our team is currently reviewing it.

We appreciate your interest in joining our team. If your qualifications match our requirements, a member of our recruiting team will reach out to discuss next steps.

Best regards,
The Zepto Talent Team",0,applied
"Subject: Technical Interview - Meta

Hello Candidate,

You've been selected for a technical interview for the Technical Lead position at Meta!

The interview will cover:
- System design discussion
- Live coding problem
- Q&A about your experience

Duration: 90 minutes
Format: Virtual

Please share your availability for next week.

Regards,
Meta Engineering Hiring",1,interview
"Subject: 🔥 50% OFF this weekend only!

Hi Candidate,

Don't miss out on our biggest sale of the year!

50% OFF on all electronics
Use code: MEGA50

Shop now before it's gone!

Terms apply. Valid until February 06, 2026.
MyStore.com",3,not_job
"Subject: We received your application for SRE Engineer

Hi Candidate,

Thanks for taking the time to apply for the SRE Engineer position at Slack!

We're excited to learn more about you. Our hiring team is reviewing applications and will reach out to qualified candidates soon.

In the meantime, feel free to check out our careers page for other opportunities.

Best,
The Slack Team",0,applied
"Subject: Order Confirmation - Flipkart

Dear Candidate,

Thank you for your order! Here are the details:

Order ID: OD123456789
Item: Wireless Headphones
Amount: ₹2,499

Your order will be delivered by January 29, 2026.

Happy Shopping!
Flipkart",3,not_job
"Subject: New jobs for you on LinkedIn

Hi Candidate,

Based on your profile, we found some jobs you might be interested in:

- Software Engineer at Company A (100+ applicants)
- Developer at Company B (50+ applicants)
- Engineer at Company C (200+ applicants)

See all recommendations on LinkedIn

LinkedIn Jobs Team",3,not_job
"Subject: Phone Screen Request - Mobile Developer at Infosys

Hello Candidate,

I hope this email finds you well! I'm Arun from Infosys's recruiting team.

We reviewed your application for Mobile Developer and would love to schedule a brief phone conversation to learn more about your experience.

Are you available for a 20-minute call this week? Let me know what works best.

Talk soon,
Arun",1,interview
"Subject: Application submitted successfully - MongoDB

Hello Candidate,

Your application for Data Scientist at MongoDB has been received!

Here's what to expect:
1. Resume review by our talent team
2. Initial screening if qualified
3. Interview process (typically 3-4 rounds)

We'll keep you updated on your status.

Thanks,
MongoDB Careers",0,applied
"Subject: Interview Invitation - Backend Developer at Upstox

Hi Candidate,

Great news! We'd like to invite you to interview for the Backend Developer position at Upstox.

We were impressed by your background and would love to learn more about you. Please let us know your availability for a 30-minute phone screen this week.

Available times:
- Monday-Friday: 10am-4pm

Looking forward to speaking with you!

Best,
Ashley
Upstox Recruiting",1,interview
"Subject: Application Received - Data Engineer at MongoDB

Dear Candidate,

We've received your application for the Data Engineer role at MongoDB. Thank you for your interest in joining our team!

Our recruiting team will review your application and get back to you if there's a potential match. Due to the high volume of applications, this process may take 2-3 weeks.

Cheers,
Jessica
Talent Acquisition, MongoDB",0,applied
"Subject: 🔥 50% OFF this weekend only!

Hi Candidate,

Don't miss out on our biggest sale of the year!

50% OFF on all electronics
Use code: MEGA50

Shop now before it's gone!

Terms apply. Valid until February 06, 2026.
MyStore.com",3,not_job
"Subject: Schedule Your Interview - DoorDash

Hi Candidate,

We're excited to invite you to the next stage of our interview process for Software Engineer!

Interview Details:
- Type: Video call (Google Meet/Zoom)
- Duration: 60 minutes
- Focus: Technical discussion + behavioral questions

Please reply with 3 time slots that work for you this week.

Cheers,
Nicole
DoorDash",1,interview
"Subject: FutureSoft - Application Update

Dear Candidate,

We appreciate your interest in joining FutureSoft as a Frontend Developer.

After thorough review, we have decided to pursue other candidates for this position. While we were impressed by your background, we felt other applicants were a closer fit for our immediate needs.

We encourage you to check our careers page for future opportunities.

Warm regards,
FutureSoft Recruiting",2,rejection
"Subject: Your OTP for login

Your one-time password is: 847293

This OTP is valid for 10 minutes. Do not share with anyone.

If you didn't request this, please ignore.

SecureBank",3,not_job
"Subject: Regarding Your Data Scientist Application

Hello Candidate,

Thank you for applying for the Data Scientist position at ByteWorks. We enjoyed learning about your background.

After careful consideration, we've decided to move in a different direction for this role. This decision is not a reflection of your abilities - we simply found candidates whose experience was a closer match.

Best of luck with your job search!

Sincerely,
Sarah
ByteWorks",2,rejection
"Subject: Next Steps - Stripe Technical Program Manager Interview

Dear Candidate,

Congratulations! After reviewing your application for Technical Program Manager, we'd like to move forward with the interview process.

The next step is a technical phone screen with one of our engineers. This will be a 45-minute call covering your background and a coding exercise.

Please use this link to schedule: [Calendly Link]

Best regards,
Priya
Stripe Talent Team",1,interview
"Subject: Application submitted successfully - Zomato

Hi Candidate,

Your application for Data Engineer at Zomato has been received!

Here's what to expect:
1. Resume review by our talent team
2. Initial screening if qualified
3. Interview process (typically 3-4 rounds)

We'll keep you updated on your status.

Thanks,
Zomato Careers",0,applied
"Subject: Flight booking confirmation - IndiGo

Dear Candidate,

Your flight booking is confirmed!

PNR: ABC123
Flight: 6E-1234
Route: DEL → BLR
Date: January 25, 2026

Web check-in opens 48 hours before departure.

IndiGo Airlines",3,not_job
"Subject: We're going a different direction - CRED

Hi Candidate,

I wanted to personally reach out regarding your application for Data Engineer at CRED.

Unfortunately, after much deliberation, we've decided not to proceed with your candidacy. This was a difficult decision given the strength of your application.

I'd be happy to keep your resume on file for future opportunities.

Best wishes,
Jessica
CRED Talent Acquisition",2,rejection
